"","names","Freq"
"22752","received, 792; so that for this year--"" _Author:_ ""No, sir; nor for that",1
"22753","Record Gather Zhang",1
"22754","Reenen J. van Reenen",1
"22755","refer it to its sole yet we may confidently pronounce beforehand,",1
"22756","Regina Maria Roche",1
"22757","Reginald Arthur Bray",1
"22758","Reginald Bateman",1
"22759","Reginald Berkeley",1
"22760","Reginald Bretnor",1
"22761","Reginald Farrer",1
"22762","Reginald Fleming Johnston",1
"22763","Reginald G. Dutton",1
"22764","Reginald Grant",1
"22765","Reginald James Blewitt",1
"22766","Reginald Lane Poole",1
"22767","Reginald Maxwell Woolley",1
"22768","Reginald Parnell",1
"22769","Reginald Scot",1
"22770","Reginald Seymore Brinton",1
"22771","Reginald W. Jeffery",1
"22772","Reginald Wyon",1
"22773","Régis de Chantelauze",1
"22774","Reina Melcher Marquis",1
"22775","Reinhart Dozy",1
"22776","Reinhold Anrep-Elmpt",1
"22777","Reinhold Lotze",1
"22778","Reinhold Pauli",1
"22779","Reinhold Schoener",1
"22780","Religious Tract Society",1
"22781","Religious Tract Society (Great Britain)",1
"22782","Rembrandt Peale",1
"22783","Remi de Gourmont",1
"22784","Remigio Sabbadini",1
"22785","Remy de Gourmont  (1858-1916)",1
"22786","Ren-Huo Chu",1
"22787","Renato Fucini",1
"22788","Renato Lefebvre",1
"22789","René Brunet",1
"22790","Rene Descartes",1
"22791","René Gillouin",1
"22792","René Gobillot",1
"22793","Rene Juta",1
"22794","René Martin",1
"22795","René Radiguet",1
"22796","Rene Rapin",1
"22797","Renée Coudert Riggs",1
"22798","Renée Elton Maud",1
"22799","Rennie W. Doane",1
"22800","represented in print by our who from all this collects, that,",1
"22801","Reserve, Calif. _Author:_ Pacific Rural Handbook, 1879. Land Laws of",1
"22802","Responde o Que logo que o filho seja hermaphrodito, temos neste",1
"22803","Restif  de la Bretonne",1
"22804","Retold by Oliver Huckel",1
"22805","Retta Babcock",1
"22806","Return Ira Holcombe",1
"22807","Reuben Archer Torrey",1
"22808","Reuben Briggs Davenport",1
"22809","Reuben P. Halleck",1
"22810","Reuel L. Howe",1
"22811","Rev James Crabb",1
"22812","Rev. A. B. Simpson",1
"22813","Rev. A. Bernstein, B.D.",1
"22814","Rev. A. F. Hewit",1
"22815","Rev. A. H. Sayce",1
"22816","Rev. A. P. Doyle",1
"22817","Rev. Algernon A. Brown",1
"22818","Rev. C. A. Johns",1
"22819","Rev. Caleb Whitefoord",1
"22820","Rev. Canon Blomfield",1
"22821","Rev. Charles J. Callan",1
"22822","Rev. E. Donald Carr",1
"22823","Rev. E. J. Quigley",1
"22824","Rev. Elijah Kellogg",1
"22825","Rev. Evan Evans",1
"22826","Rev. Father Pius A Sp. Sancto",1
"22827","Rev. Father Valuy",1
"22828","Rev. Fr. Laurence Costelloe, O.F.M.",1
"22829","Rev. Francis A. Cunningham",1
"22830","Rev. Francis Cassily",1
"22831","Rev. Gerald Molloy",1
"22832","Rev. Gross Alexander",1
"22833","Rev. Henry Garrett Newland",1
"22834","Rev. Henry Latham",1
"22835","Rev. J. Franck Bright",1
"22836","Rev. Jesse Lyman Hurlbut",1
"22837","Rev. John Clutton",1
"22838","Rev. John Collingwood Bruce",1
"22839","Rev. John Gerardus Fagg",1
"22840","Rev. John Prichard",1
"22841","Rev. Joseph Mather",1
"22842","Rev. Laurence J. Nolan",1
"22843","Rev. Marvin R. Vincent.",1
"22844","Rev. Newton Marshall Hall",1
"22845","Rev. P. C. Headley",1
"22846","Rev. Samuel Vanderlip Leech",1
"22847","Rev. T. De Witt Talmage",1
"22848","Rev. T. M. Eddy",1
"22849","Rev. W. Lucas Collins",1
"22850","Rev. William Gahan",1
"22851","Reverend William Canon Fleming",1
"22852","Revised by Alexander Leighton",1
"22853","Reynold A. Nicholson",1
"22854","Reynold Nicholson",1
"22855","Rheta Louise Childe Dorr",1
"22856","Ricarda Octavia Huch",1
"22857","Ricardo de la Vega",1
"22858","Ricardo Palma",1
"22859","Riccardo Nobili",1
"22860","Rice S. Eubank",1
"22861","Richard  Le Gallienne",1
"22862","Richard  Whately",1
"22863","Richard A. Sternbach",1
"22864","Richard Adams Locke",1
"22865","Richard Anderson",1
"22866","Richard Andree",1
"22867","Richard Archer",1
"22868","Richard Arthur",1
"22869","Richard Arthur Warren Hughes",1
"22870","Richard Ashby",1
"22871","Richard B. Westbrook",1
"22872","Richard Bagot",1
"22873","Richard Barnfield",1
"22874","Richard Barry",1
"22875","Richard Bartholdt and A. Christen",1
"22876","Richard Batka",1
"22877","Richard Beer-Hofmann",1
"22878","Richard Biddle Irwin",1
"22879","Richard Bird",1
"22880","Richard Bitmead",1
"22881","Richard Blakeborough",1
"22882","Richard Bolton",1
"22883","Richard Boyle Bernard",1
"22884","Richard Brandon Morris",1
"22885","Richard Brinsley Sheridan",1
"22886","Richard Brooke",1
"22887","Richard Byron Johnson",1
"22888","Richard C. Squires",1
"22889","Richard Cantillon",1
"22890","Richard Clarke Cabot",1
"22891","Richard Claude Carton",1
"22892","Richard Clynton",1
"22893","Richard Cobbold",1
"22894","Richard Connell",1
"22895","Richard Connolly",1
"22896","Richard Corbet",1
"22897","Richard Dallas",1
"22898","Richard Darlington",1
"22899","Richard de Bury",1
"22900","Richard de Courcy",1
"22901","Richard Duckworth and Fabian Stedman",1
"22902","Richard E. Ahlborn",1
"22903","Richard E. Lowe",1
"22904","Richard Edgcumbe",1
"22905","Richard Edward Connell",1
"22906","Richard F. Burton, F.R.G.S.",1
"22907","Richard F. Mann",1
"22908","Richard F. Thieme",1
"22909","Richard Falckenberg",1
"22910","Richard Ferris",1
"22911","Richard Field",1
"22912","Richard Finch",1
"22913","Richard Flecknoe and Joseph Warton",1
"22914","Richard Folkard",1
"22915","Richard Fowler",1
"22916","Richard Francis Burton and Verney Lovett Cameron",1
"22917","Richard Frothingham",1
"22918","Richard G. Parker",1
"22919","Richard Gay Pardee",1
"22920","Richard Gilpin",1
"22921","Richard Glazebrook",1
"22922","Richard Glazier",1
"22923","Richard Gooch",1
"22924","Richard Grant White",1
"22925","Richard H. Douai Boerker",1
"22926","Richard H. Hutton",1
"22927","Richard H. Nelson",1
"22928","Richard Haigh",1
"22929","Richard Haines",1
"22930","Richard Harris",1
"22931","Richard Harwood",1
"22932","Richard Hawkins",1
"22933","Richard Head and Francis Kirkman",1
"22934","Richard Henry Gretton",1
"22935","Richard Henry Stoddard",1
"22936","Richard Henry Tawney",1
"22937","Richard Hovey",1
"22938","Richard Hunter",1
"22939","Richard Irby",1
"22940","Richard J. Fulfer",1
"22941","Richard J. Hinton",1
"22942","Richard Johnson",1
"22943","Richard K. Fox",1
"22944","Richard Kearton",1
"22945","Richard L. Allen",1
"22946","Richard L. Campbell",1
"22947","Richard L. Maury",1
"22948","Richard La Rue Swain",1
"22949","Richard Lee Mason",1
"22950","Richard Linthicum",1
"22951","Richard Lockwood",1
"22952","Richard Lovell Edgeworth",1
"22953","Richard Lydekker",1
"22954","Richard Lynch Garner",1
"22955","Richard M. Elam",1
"22956","Richard M. McMurry",1
"22957","Richard M. Russell",1
"22958","Richard M. Weaver",1
"22959","Richard Mace Elam, Jr.",1
"22960","Richard Magruder",1
"22961","Richard Maisch",1
"22962","Richard Matheson",1
"22963","Richard Mayde",1
"22964","Richard McGregor",1
"22965","Richard Neville",1
"22966","Richard Nicklin Hall",1
"22967","Richard Olin",1
"22968","Richard Parkinson",1
"22969","Richard Penn",1
"22970","Richard Phillips",1
"22971","Richard Price",1
"22972","Richard R. Burton",1
"22973","Richard R. Lyman",1
"22974","Richard Raby",1
"22975","Richard Rainolde",1
"22976","Richard Roberts",1
"22977","Richard Rogers Bowker",1
"22978","Richard Rolle of Hampole",1
"22979","Richard Rowe",1
"22980","Richard Runciman Terry",1
"22981","Richard Rush",1
"22982","Richard Sadleir",1
"22983","Richard Schaukal",1
"22984","Richard Schoenbeck",1
"22985","Richard Sharpe Shaver",1
"22986","Richard Sheridan",1
"22987","Richard Sherry",1
"22988","Richard Short",1
"22989","Richard Skowronnek",1
"22990","Richard Soule",1
"22991","Richard Sternbach",1
"22992","Richard Storey",1
"22993","Richard T. Ely",1
"22994","Richard Tangye",1
"22995","Richard Taylor",1
"22996","Richard Temple",1
"22997","Richard Thompson",1
"22998","Richard Threlfall",1
"22999","Richard Tickell",1
"23000","Richard Trimen",1
"23001","Richard Twiss",1
"23002","Richard Valpy French",1
"23003","Richard Volkmann-Leander",1
"23004","Richard von Garbe",1
"23005","Richard von Krafft-Ebing",1
"23006","Richard von Schaukal",1
"23007","Richard von und zu Eisenstein",1
"23008","Richard Voorhees Risley",1
"23009","Richard W. (Richard Wigginton) Thompson",1
"23010","Richard Walter",1
"23011","Richard Washburn Child",1
"23012","Richard Watson",1
"23013","Richard William Church",1
"23014","Rider Haggard",1
"23015","Ridgewell Cullum",1
"23016","Rigas Golfis",1
"23017","Right Rev. Herbert Bury",1
"23018","Rikhard Melander",1
"23019","Riley Root",1
"23020","Ripley Hitchcock",1
"23021","Rissa Yachnin",1
"23022","Rita Benton",1
"23023","Rita Macleod",1
"23024","Rita Weiman",1
"23025","Ritter Brown",1
"23026","RM",1
"23027","Robert-Louis Stevenson",1
"23028","Robert  Cowdin",1
"23029","Robert  Haven  Schauffler",1
"23030","Robert A. Chipman",1
"23031","Robert A. Sterndale",1
"23032","Robert A. Wilson",1
"23033","Robert Abbot",1
"23034","Robert Aitkin Bertram",1
"23035","Robert Alexander Wason",1
"23036","Robert Alfred Vaughan",1
"23037","Robert Allbut",1
"23038","Robert Arnault",1
"23039","Robert Arnold",1
"23040","Robert Athlyi Rogers",1
"23041","Robert Augustine Ward Lowndes",1
"23042","Robert Aveson",1
"23043","Robert B. Booth",1
"23044","Robert B. Brough",1
"23045","Robert B. Meyer",1
"23046","Robert B. Shaw",1
"23047","Robert Bagar",1
"23048","Robert Ballantyne",1
"23049","Robert Ballard",1
"23050","Robert Barclay",1
"23051","Robert Bell",1
"23052","Robert Benton Seeley",1
"23053","Robert Beverley",1
"23054","Robert Blakeney",1
"23055","Robert Bloch",1
"23056","Robert Bloomer Hare Bell",1
"23057","Robert Bloomfield",1
"23058","Robert Borland",1
"23059","Robert Browning and Elizabeth Barrett Barrett",1
"23060","Robert Bruce Blake",1
"23061","Robert Burn",1
"23062","Robert Burns and Allan Cunningham",1
"23063","Robert Butler",1
"23064","Robert C. (Chamblet) Adams",1
"23065","Robert C. Leslie",1
"23066","Robert Calverly Trevelyan",1
"23067","Robert Carlton Brown",1
"23068","Robert Carmichael-Smyth",1
"23069","Robert Charles Hope",1
"23070","Robert Charlwood (Jr.) Richardson",1
"23071","Robert Christison",1
"23072","Robert Coltman",1
"23073","Robert Cooper",1
"23074","Robert Cromie",1
"23075","Robert Cruikshank",1
"23076","Robert Curtis",1
"23077","Robert Cushman",1
"23078","Robert D'Awans",1
"23079","Robert de Bonnieres",1
"23080","Robert DeCourcy Ward",1
"23081","Robert E. Anderson",1
"23082","Robert E. Mansfield",1
"23083","Robert E. Park",1
"23084","Robert E. Speer",1
"23085","Robert Edouard Moritz",1
"23086","Robert Elliott Flickinger",1
"23087","Robert Emmanuel Léon Du Casse",1
"23088","Robert F. Clarke",1
"23089","Robert F. Heizer",1
"23090","Robert F. Murphy",1
"23091","Robert Fitzgerald",1
"23092","Robert Fitzroy",1
"23093","Robert FitzRoy",1
"23094","Robert Flint",1
"23095","Robert Forbes",1
"23096","Robert Forsyth Scott",1
"23097","Robert Fortune",1
"23098","Robert Francis Salade",1
"23099","Robert Frank Jarrett",1
"23100","Robert Fulton",1
"23101","Robert G Webb",1
"23102","Robert Gore-Browne",1
"23103","Robert Grant Haliburton",1
"23104","Robert Grant, John Boyle O'Reilly, J. S. Dale, and John T.",1
"23105","Robert Granville Campbell",1
"23106","Robert Gray",1
"23107","Robert Green Ingersoll",1
"23108","Robert Grimshaw",1
"23109","Robert Guliver",1
"23110","Robert H Lowie",1
"23111","Robert H.  Mohlenbrock",1
"23112","Robert H. Elliot",1
"23113","Robert H. Fuller",1
"23114","Robert H. Hobart Cust",1
"23115","Robert H. Howe",1
"23116","Robert H. Jones",1
"23117","Robert H. Lowie",1
"23118","Robert H. Terrell",1
"23119","Robert H. Thurston",1
"23120","Robert H. Wilson",1
"23121","Robert Hamerling",1
"23122","Robert Hamilton Mathews",1
"23123","Robert Hardley",1
"23124","Robert Hare",1
"23125","Robert Hayward Barlow",1
"23126","Robert Hebert Quick",1
"23127","Robert Henderson McKay",1
"23128","Robert Henry",1
"23129","Robert Henry Reece",1
"23130","Robert Hindry Mason",1
"23131","Robert Hoe",1
"23132","Robert Hogg",1
"23133","Robert Hooke",1
"23134","Robert Huish",1
"23135","Robert Hunter",1
"23136","Robert I. Tilling",1
"23137","Robert J. (Robert James) Shores",1
"23138","Robert J. (Robert John) Braidwood",1
"23139","Robert J. Culverwell",1
"23140","Robert J. Martin",1
"23141","Robert J. Shores",1
"23142","Robert Jephson",1
"23143","Robert John Buckley (AKA R.J.B.)",1
"23144","Robert John De Loach",1
"23145","Robert Johnston",1
"23146","Robert Jones",1
"23147","Robert Joseph Shea",1
"23148","Robert K Selander",1
"23149","Robert Knox",1
"23150","Robert L Hobson",1
"23151","Robert L. Dabney",1
"23152","Robert L. Hobson",1
"23153","Robert L. Merz",1
"23154","Robert L. Taylor",1
"23155","Robert Lansing",1
"23156","Robert Latham Owen",1
"23157","Robert Lee Berry",1
"23158","Robert Lee Durham",1
"23159","Robert Lehmann-Nitsche",1
"23160","Robert Liston",1
"23161","Robert Lloyd",1
"23162","Robert Lloyd Praeger",1
"23163","Robert Lory",1
"23164","Robert Lovell",1
"23165","Robert M. Bird",1
"23166","Robert M. Peck",1
"23167","Robert M. Rogers",1
"23168","Robert M. Yerkes",1
"23169","Robert Mac Micking",1
"23170","Robert Mackenzie",1
"23171","Robert Malise Bowyer Nichols",1
"23172","Robert Marett",1
"23173","Robert Maunsell",1
"23174","Robert May",1
"23175","Robert McNutt McElroy",1
"23176","Robert Melvin Blackwood",1
"23177","Robert Mitchell Henry",1
"23178","Robert Mudie",1
"23179","Robert Munro",1
"23180","Robert Munroe",1
"23181","Robert Nathan",1
"23182","Robert Naylor and John Naylor",1
"23183","Robert Norwood",1
"23184","Robert O. Fielding",1
"23185","Robert O. Harland",1
"23186","Robert O. Lewis",1
"23187","Robert O. Vernon",1
"23188","Robert Ottiwell Gifford-Bennet",1
"23189","Robert Owen Allsop",1
"23190","Robert P. Hoskins",1
"23191","Robert P. Porter",1
"23192","Robert Palmer",1
"23193","Robert Patterson",1
"23194","Robert Peel and H. C. Minchin",1
"23195","Robert Peter",1
"23196","Robert Potter",1
"23197","Robert R. (Robert Rice) Reynolds",1
"23198","Robert Rainy",1
"23199","Robert Record",1
"23200","Robert Ridgway",1
"23201","Robert Rives La Monte",1
"23202","Robert Rogers",1
"23203","Robert Routledge",1
"23204","Robert S. (Robert Sangster) Rait",1
"23205","Robert S. (Robert Stawell) Ball",1
"23206","Robert S. Ball",1
"23207","Robert S. Hawker",1
"23208","Robert S. Woodworth",1
"23209","Robert Sampson",1
"23210","Robert Saunders Dowst",1
"23211","Robert Schumann",1
"23212","Robert Scott Fittis",1
"23213","Robert Seaton",1
"23214","Robert Sellar",1
"23215","Robert Seymour",1
"23216","Robert Shirley Richardson",1
"23217","Robert Sidney Bowen",1
"23218","Robert Smalls",1
"23219","Robert Smith Surtees",1
"23220","Robert Stead",1
"23221","Robert Steele",1
"23222","Robert Sterling Yard",1
"23223","Robert Strange",1
"23224","Robert Sturgis Ingersoll",1
"23225","Robert Swain Peabody",1
"23226","Robert T. Browne",1
"23227","Robert Taylor Pritchett",1
"23228","Robert Thurston Hopkins",1
"23229","Robert Timsol",1
"23230","Robert Turnbull",1
"23231","Robert Turner",1
"23232","Robert Urie Jacob",1
"23233","Robert Valentine Dolbey",1
"23234","Robert Van Bergen",1
"23235","Robert Vansittart",1
"23236","Robert Vashon Rogers",1
"23237","Robert Vaughn",1
"23238","Robert Venables",1
"23239","Robert von Ranke Graves",1
"23240","Robert W. (Robert William) Chambers",1
"23241","Robert W. Bruere",1
"23242","Robert W. Haseltine",1
"23243","Robert W. Hines",1
"23244","Robert W. Lowndes",1
"23245","Robert W. Neuman",1
"23246","Robert W. Norwood",1
"23247","Robert W. Rogers",1
"23248","Robert W. Williamson",1
"23249","Robert W. Wilson",1
"23250","Robert Waln",1
"23251","Robert Walsh",1
"23252","Robert Walter Sindall",1
"23253","Robert Welles Ritchie",1
"23254","Robert Wells",1
"23255","Robert William Chambers",1
"23256","Robert William Mackenna",1
"23257","Robert Williams",1
"23258","Robert Zimmermann",1
"23259","Roberts, Charles George Douglas (1860-1943)",1
"23260","Robertson Lafayette Whiteside",1
"23261","Robertson Osborne",1
"23262","Robin McKown",1
"23263","Robin Ranger",1
"23264","Robina F. Hardy",1
"23265","Robina Lizars",1
"23266","Robinson [and] Overton, ed. and translation.",1
"23267","Rockwell Kent",1
"23268","Roderick O'Hargan",1
"23269","Rodolfo Lanciani",1
"23270","Rodolphe Lucien Desdunes",1
"23271","Rodolphe Reuss",1
"23272","Rodrigo Botelho da Fonseca Paganino",1
"23273","Rodris Roth",1
"23274","Roelof Jan Willem Rudolph",1
"23275","Roger  Pocock",1
"23276","Roger Arcot",1
"23277","Roger B. Whitman",1
"23278","Roger Bacon",1
"23279","Roger Bigelow Merriman",1
"23280","Roger Boyle",1
"23281","Roger D. Aycock",1
"23282","Roger Finlay",1
"23283","Roger Fry",1
"23284","Roger Ingpen",1
"23285","Roger J. Trienens",1
"23286","Roger Jacob Cantor",1
"23287","Roger L'estrange",1
"23288","Roger L'Estrange",1
"23289","Roger Langdon",1
"23290","Roger Livingston Scaife",1
"23291","Roger Martin du Gard",1
"23292","Roger Nielsen",1
"23293","Roger North",1
"23294","Roger Phillips",1
"23295","Roger Phillips Dee",1
"23296","Roger Pocock",1
"23297","Roger S. Pocock",1
"23298","Roger Sessions",1
"23299","Roger Sherman Tracy",1
"23300","Roger Starbuck",1
"23301","Roger Tibbetts Grange, Jr.",1
"23302","Roger Tissot",1
"23303","Roger W. Conant",1
"23304","Roi Cooper Megrue",1
"23305","Roland Allen",1
"23306","Roland Burnham Molineux",1
"23307","Rolfe Arnold Scott-James",1
"23308","Rolland, Romain",1
"23309","Rollin D. Salisbury",1
"23310","Rollin H.  Baker",1
"23311","Rollo Burslem",1
"23312","Rollo Springfield",1
"23313","Romain  Rolland",1
"23314","Roman Frenkel",1
"23315","Romeyn Henry Rivenburg",1
"23316","Romualdo Bonfadini",1
"23317","Ron Cocking",1
"23318","Ronal Kayser",1
"23319","Ronald Arbuthnott Knox",1
"23320","Ronald Macdonald",1
"23321","Ronald Macmillan Algie",1
"23322","Ronald McNeill",1
"23323","Ronald Sutherland Gower",1
"23324","Rong Zhong",1
"23325","Roopert Linna",1
"23326","Roque  Barcia",1
"23327","Rory Magill",1
"23328","Rosa Baughan",1
"23329","Rosa Belinda Coote",1
"23330","Rosa Belle Holt",1
"23331","Rosa Graul",1
"23332","Rosa Mayreder",1
"23333","Rosa N. Carey",1
"23334","Rosa Newmarch",1
"23335","Rosa Vertner Jeffrey",1
"23336","Rosalie G. Mendel",1
"23337","Rosalie Koch",1
"23338","Rosalie Sandvoß",1
"23339","Rosalie V. Halsey",1
"23340","Rosalind Richards",1
"23341","Rosalind Young",1
"23342","Rosaline Masson",1
"23343","Rosauro Almario",1
"23344","Roscoe Conkling Bruce",1
"23345","Roscoe Pound",1
"23346","Roscoe R. Rau",1
"23347","Roscoe Wilfred Thatcher",1
